x,y,v
Trinary_Skewed_1b,Trinary_Extreme_2,0.05113145515677798
Trinary_Skewed_1b,Quaternary_Balanced_1,0.09000233291942221
Trinary_Skewed_1b,Quaternary_Balanced_2,0.09000233291942221
Trinary_Skewed_1b,Quaternary_Skewed_1a,0.700709074422067
Trinary_Skewed_1b,Quaternary_Skewed_1b,0.700709074422067
Trinary_Skewed_1b,Quaternary_Skewed_2,0.15810645970778053
Trinary_Skewed_1b,Quaternary_Extreme_1a,0.332437437118829
Trinary_Skewed_1b,Quaternary_Extreme_1b,0.332437437118829
Trinary_Skewed_1b,Quaternary_Extreme_2,0.06519875975391436
Trinary_Skewed_1b,Continuous_Normal,0.02496295364328671
Trinary_Skewed_1b,Continuous_Skewed,0.06531945283363072
Trinary_Skewed_1b,Continuous_Binary_Normal_1,0.0
Trinary_Skewed_1b,Continuous_Binary_Normal_2,0.05052292677677794
Trinary_Skewed_1b,Continuous_Trinary_Normal,0.0234761930789793
Trinary_Skewed_1b,Continuous_Quaternary_Normal,0.039878140155053865
Trinary_Skewed_1b,Continuous_Binary_Skewed,0.0028912278951094272
Trinary_Skewed_1b,Continuous_Trinary_Skewed,0.0
Trinary_Skewed_1b,Continuous_Quaternary_Skewed,0.07588511208643811
Trinary_Skewed_1b,Unary_1,0.0
Trinary_Skewed_1b,Unary_2,0.1024489022060342
Trinary_Skewed_1b,Correlated_1,0.6392039748201597
Trinary_Skewed_1b,Correlated_2,0.6433706414868262
Trinary_Skewed_2,Trinary_Extreme_1a,0.025810526502771908
Trinary_Skewed_2,Trinary_Extreme_1b,0.025810526502771908
Trinary_Skewed_2,Trinary_Extreme_2,0.5293608652873646
Trinary_Skewed_2,Quaternary_Balanced_1,0.03643946720418849
Trinary_Skewed_2,Quaternary_Balanced_2,0.03643946720418849
Trinary_Skewed_2,Quaternary_Skewed_1a,0.18647433138926398
Trinary_Skewed_2,Quaternary_Skewed_1b,0.18647433138926398
Trinary_Skewed_2,Quaternary_Skewed_2,0.7938865128625495
Trinary_Skewed_2,Quaternary_Extreme_1a,0.044113463674602775
Trinary_Skewed_2,Quaternary_Extreme_1b,0.044113463674602775
Trinary_Skewed_2,Quaternary_Extreme_2,0.5478480705791366
Trinary_Skewed_2,Continuous_Normal,0.0
Trinary_Skewed_2,Continuous_Skewed,0.0
Trinary_Skewed_2,Continuous_Binary_Normal_1,0.03964913436000672
Trinary_Skewed_2,Continuous_Binary_Normal_2,0.0
Trinary_Skewed_2,Continuous_Trinary_Normal,0.010174173735665315
Trinary_Skewed_2,Continuous_Quaternary_Normal,0.018131513069055583
Trinary_Skewed_2,Continuous_Binary_Skewed,0.0
Trinary_Skewed_2,Continuous_Trinary_Skewed,0.0
Trinary_Skewed_2,Continuous_Quaternary_Skewed,0.013910696583359528
Trinary_Skewed_2,Unary_1,0.026743010134046674
Trinary_Skewed_2,Unary_2,0.005004876340626074
Trinary_Skewed_2,Correlated_1,0.7065141136281542
Trinary_Skewed_2,Correlated_2,0.7065141136281542
Trinary_Extreme_1a,Trinary_Extreme_1b,0.3874449191544769
Trinary_Extreme_1a,Trinary_Extreme_2,0.011435488583754245
Trinary_Extreme_1a,Quaternary_Balanced_1,0.06590702838361975
Trinary_Extreme_1a,Quaternary_Balanced_2,0.06590702838361975
Trinary_Extreme_1a,Quaternary_Skewed_1a,0.2251892942626503
Trinary_Extreme_1a,Quaternary_Skewed_1b,0.2251892942626503
Trinary_Extreme_1a,Quaternary_Skewed_2,0.03466964958737786
Trinary_Extreme_1a,Quaternary_Extreme_1a,0.2437996393884729
Trinary_Extreme_1a,Quaternary_Extreme_1b,0.2437996393884729
Trinary_Extreme_1a,Quaternary_Extreme_2,0.014547164540611945
Trinary_Extreme_1a,Continuous_Normal,0.0
Trinary_Extreme_1a,Continuous_Skewed,0.0
